AgentName, GameName, Level, Win, Score, Time
sampleRandom,freeway,0,0,0,58
sampleRandom,freeway,0,0,0,56
sampleRandom,freeway,0,0,0,78
sampleRandom,freeway,0,0,0,101
sampleRandom,freeway,0,0,0,103
sampleRandom,freeway,0,0,0,63
sampleRandom,freeway,0,0,0,45
sampleRandom,freeway,0,0,0,101
sampleRandom,freeway,0,0,0,75
sampleRandom,freeway,0,0,0,50
sampleRandom,freeway,0,0,0,75
sampleRandom,freeway,0,0,0,171
sampleRandom,freeway,0,0,0,55
sampleRandom,freeway,0,0,0,54
sampleRandom,freeway,0,0,0,81
sampleRandom,freeway,0,0,0,88
sampleRandom,freeway,0,0,0,104
sampleRandom,freeway,0,0,0,66
sampleRandom,freeway,0,0,0,142
sampleRandom,freeway,0,0,0,98
sampleRandom,freeway,0,0,0,65
sampleRandom,freeway,0,0,0,88
sampleRandom,freeway,0,0,0,45
sampleRandom,freeway,0,0,0,95
sampleRandom,freeway,0,0,0,86
sampleRandom,freeway,0,0,0,127
sampleRandom,freeway,0,0,0,67
sampleRandom,freeway,0,0,0,100
sampleRandom,freeway,0,0,0,151
sampleRandom,freeway,0,0,0,137
sampleRandom,freeway,0,0,0,62
sampleRandom,freeway,0,0,0,65
sampleRandom,freeway,0,0,0,52
sampleRandom,freeway,0,0,0,96
sampleRandom,freeway,0,0,0,111
sampleRandom,freeway,0,0,0,93
sampleRandom,freeway,0,0,0,68
sampleRandom,freeway,0,0,0,57
sampleRandom,freeway,0,0,0,79
sampleRandom,freeway,0,0,0,67
sampleRandom,freeway,0,0,0,56
sampleRandom,freeway,0,0,0,108
sampleRandom,freeway,0,0,0,53
sampleRandom,freeway,0,0,0,77
sampleRandom,freeway,0,0,0,53
sampleRandom,freeway,0,0,0,66
sampleRandom,freeway,0,0,0,99
sampleRandom,freeway,0,0,0,61
sampleRandom,freeway,0,0,0,47
sampleRandom,freeway,0,0,0,67
sampleRandom,freeway,0,0,0,115
sampleRandom,freeway,0,0,0,103
sampleRandom,freeway,0,0,0,84
sampleRandom,freeway,0,0,0,72
sampleRandom,freeway,0,0,0,49
sampleRandom,freeway,0,0,0,62
sampleRandom,freeway,0,0,0,78
sampleRandom,freeway,0,0,0,63
sampleRandom,freeway,0,0,0,100
sampleRandom,freeway,0,0,0,80
sampleRandom,freeway,0,0,0,130
sampleRandom,freeway,0,0,0,86
sampleRandom,freeway,0,0,0,81
sampleRandom,freeway,0,0,0,119
sampleRandom,freeway,0,0,0,68
sampleRandom,freeway,0,0,0,77
sampleRandom,freeway,0,0,0,63
sampleRandom,freeway,0,0,0,89
sampleRandom,freeway,0,0,0,120
sampleRandom,freeway,0,0,0,65
sampleRandom,freeway,0,0,0,90
sampleRandom,freeway,0,0,0,83
sampleRandom,freeway,0,0,0,60
sampleRandom,freeway,0,0,0,48
sampleRandom,freeway,0,0,0,56
sampleRandom,freeway,0,0,0,94
sampleRandom,freeway,0,0,0,69
sampleRandom,freeway,0,0,0,69
sampleRandom,freeway,0,0,0,54
sampleRandom,freeway,0,0,0,131
sampleRandom,freeway,0,0,0,89
sampleRandom,freeway,0,0,0,62
sampleRandom,freeway,0,0,0,46
sampleRandom,freeway,0,0,0,100
sampleRandom,freeway,0,0,0,83
sampleRandom,freeway,0,0,0,56
sampleRandom,freeway,0,0,0,62
sampleRandom,freeway,0,0,0,72
sampleRandom,freeway,0,0,0,117
sampleRandom,freeway,0,0,0,64
sampleRandom,freeway,0,0,0,107
sampleRandom,freeway,0,0,0,158
sampleRandom,freeway,0,0,0,67
sampleRandom,freeway,0,0,0,52
sampleRandom,freeway,0,0,0,94
sampleRandom,freeway,0,0,0,133
sampleRandom,freeway,0,0,0,86
sampleRandom,freeway,0,0,0,119
sampleRandom,freeway,0,0,0,112
sampleRandom,freeway,0,0,0,69
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,10,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,10,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,10,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
sampleMCTS,freeway,0,1,1,1900
